department,id,alter_id,name,credit,teacher2,capacity,capacity_graduate,time,restrict,character,grade,second_choose,exprement,retry,choose_or_not,group
外文系,00642143,90,环境与自然写作,3,宋丽丽,40,0,"2-5(全周),2-4(全周)",,通识英语,,否,,是,,
外文系,00642162,90,日本新闻观察,2,KURASHIGE…,20,10,2-1(全周),,,,否,,是,,
外文系,00642172,90,日本动画片视听,2,KUSAKABE…,20,10,5-2(全周),,,,否,,是,,
外文系,00642183,90,日语演讲与表达,3,梁爽,25,5,"3-4(全周),3-5(全周)",,,,否,,是,,
外文系,00642193,90,本科生英语论文写作与发表,3,郭茜,15,0,3-2(全周),建议…,通识英语,,否,,是,,
法学院,00660122,90,知识产权法,2,蒋舸,130,0,3-6(全周),优先:…,文化素质课,,否,,否,,当代中…
法学院,00660132,90,合同法,2,龙俊,130,0,3-6(全周),,文化素质课,,否,,否,,当代中…
法学院,00660242,90,法律与神话传说,2,李平,130,0,2-6(全周),,文化素质课,,否,,否,,历史与…
新闻学院,00670072,90,走在路上的叙事艺术,2,李希光,15,0,(全周),优先:…,外文教材，中文为主进行授课(双语课);  新生研讨课;  实践课;,,否,,否,是,
新闻学院,00670091,90,新闻中的文化,1,李彬,15,0,1-4(前八周),限:2018…,新生研讨课;  文化素质课;,,否,,否,是,
新闻学院,00670122,90,现代生活美学与实践,2,刘惠芬,30,0,5-4(全周),,文化素质课,,否,,否,,艺术与…
新闻学院,00670352,90,跨文化沟通,2,范红,60,0,"1-4(1-11周),1-3(1-11周)",,外文教材，中文为主进行授课(双语课);  文化素质课;  混合式教学;,,否,,,,
马克思…,00680042,90,中国政府与政治,2,何建宇,30,0,1-6(全周),,文化素质核心课;  文化素质课;,,否,,否,,当代中…
人文学院,00690062,90,围棋与中国文化,2,方天丰,170,0,4-6(全周),,文化素质课,,否,,否,,历史与…
人文学院,00690092,90,逻辑学概论,2,陈为蓬,100,0,4-1(全周),,文化素质课,,否,,否,,哲学与…
人文学院,00690102,90,西方哲学史,2,李春平,150,0,3-6(全周),,文化素质课,,否,,否,,哲学与…
人文学院,00690172,90,《老子》与《庄子》,2,李春平,150,0,2-6(全周),,文化素质课,,否,,否,,历史与…
人文学院,00690222,90,儒家经典导读,2,方朝晖,100,0,3-6(全周),,文化素质核心课;  文化素质课;,,否,,否,,历史与…
人文学院,00690252,90,道家与玄学,2,王晓毅,150,0,2-6(全周),,文化素质课,,否,,否,,历史与…
人文学院,00690262,90,《老子》与《论语》,2,陈怡,450,0,"1-6(1-7周),3-6(1-7周)",,文化素质核心课;  文化素质课;,,否,,否,,历史与…
人文学院,00690452,90,中国古代小说研究与赏析,2,丁夏,250,0,2-6(全周),,文化素质核心课;  文化素质课;,,否,,否,,语言与…
人文学院,00690651,90,文化素质教育讲座（1）,1,蔡文鹏,9000,0,"4-4(全周),4-3(全周)",,文化素质课,,否,,否,,
人文学院,00690672,90,《庄子》导读,2,陈怡,450,0,"4-6(1-7周),2-6(1-7周)",,文化素质核心课;  文化素质课;,,否,,否,,历史与…
人文学院,00690772,90,俄罗斯民族研究,2,王奇,50,0,2-6(1-11周),,文化素质课,,否,,否,,当代中…
人文学院,00690882,90,《资治通鉴》导读,2,张国刚,150,0,2-2(全周),,文化素质核心课;  文化素质课;,,否,,否,,历史与…
人文学院,00690892,90,走近清华简,2,刘国忠,100,0,1-6(全周),,文化素质课,,否,,否,,历史与…
人文学院,00690912,90,清史概要,2,戚学民,100,0,2-6(全周),,文化素质课,,否,,否,,历史与…
人文学院,00691091,90,理解文学 中国文学与史学的对话,1,丁夏,20,0,3-6(后八周),限:2018…,新生研讨课;  文化素质课;,,否,,否,是,
人文学院,00691141,90,朝鲜半岛的历史与文化,1,陈为蓬,50,10,3-6(双周),,文化素质课,,否,,否,,历史与…
人文学院,00691153,90,不朽的艺术：走进大师与经典,3,孙晶,90,0,(全周),课下有…,文化素质核心课;  文化素质课;  混合式教学;,,否,,否,,哲学与…
人文学院,00691202,90,战后中苏关系的演变和发展,2,王奇,50,0,3-6(1-11周),,文化素质课,,否,,否,,当代中…
人文学院,00691302,90,批判性思维——方法和实践,2,李继先,30,0,5-3(全周),,文化素质课,,否,,否,,人生与…
人文学院,00691462,90,批判性写作技能,2,李继先,30,0,4-2(全周),,,,否,,否,,
人文学院,00691472,90,中国技术思想史,2,刘克明,300,0,5-6(1-12周),,文化素质课,,否,,否,,历史与…
人文学院,00691502,90,中文应用文写作,2,蔡文鹏,30,0,1-6(全周),限:2017、…,文化素质课,,否,,否,是,语言与…
人文学院,00691523,90,西方文艺复兴与早期现代艺术史,3,孙晶,40,0,"2-6(前八周),4-6(前八周)",,外文教材，中文为主进行授课(双语课);  文化素质课;,,否,,否,,艺术与…
人文学院,00691563,90,现代西方哲学,3,田薇,50,0,"3-4(全周),3-3(全周)",,文化素质课,,否,,否,,哲学与…
人文学院,00691572,90,技术通史,2,胡翌霖,150,0,3-6(全周),优先:科辅…,文化素质课,,否,,否,,科技与…
人文学院,00691583,90,佛教哲学概论,3,圣凯,150,0,4-6(全周),,文化素质课,,否,,否,,哲学与…
人文学院,00691702,90,环境伦理,2,雷毅,40,0,2-6(1-11周),,文化素质核心课;  文化素质课;,,否,,否,,科技与…
人文学院,00691712,90,科学技术史系列讲座,2,鲍鸥,260,0,4-6(全周),,文化素质核心课;  文化素质课;,,否,,否,,科技与…
人文学院,00691762,90,当代科学中的哲学问题,2,王巍,120,0,3-6(全周),优先:…,文化素质核心课;  文化素质课;,,否,,否,,科技与…
人文学院,00691771,90,沈括与《梦溪笔谈》,1,吴彤,15,0,3-6(单周),限:2018…,新生研讨课;  文化素质课;,,否,,否,是,
人文学院,00691782,90,动物伦理学与护生文化,2,蒋劲松,40,0,4-6(全周),,文化素质课,,否,,否,,科技与…
人文学院,00691802,90,工程哲学,2,鲍鸥,30,0,2-6(1-11周),,文化素质课,,否,,否,,科技与…
人文学院,00691833,90,拉丁语基础（2）,3,郑方磊,35,5,2-6(全周),优先:科…,外文教材，中文为主进行授课(双语课);  文化素质课;,,否,,否,,语言与…
人文学院,00691842,90,希腊科学史,2,郑方磊,20,0,4-6(全周),优先:科…,文化素质课,,否,,否,,科技与…
人文学院,00691853,90,《孟子》研读,3,陈颖飞,100,0,2-6(全周),,文化素质课,,否,,否,,历史与…
人文学院,00691863,90,《老子》与《论语》,3,程钢,100,0,2-6(全周),,文化素质核心课,,否,,否,,历史与…
人文学院,00691872,90,故宫学,2,章宏伟,80,0,4-6(全周),,文化素质课,,否,,否,,历史与…
人文学院,00691882,90,简明世界环境史,2,包茂红,100,0,2-6(全周),,文化素质核心课,,否,,否,,科技与…
人文学院,00691893,90,逻辑与批判性思维,3,刘壮虎,100,0,"3-4(全周),3-3(全周)",,文化素质核心课,,否,,否,,哲学与…
人文学院,00691903,90,古典社会学思想,3,李康,100,0,4-6(全周),,文化素质核心课,,否,,否,,当代中…
人文学院,00691913,90,《红楼梦》导读,3,曹立波,60,0,3-6(全周),,文化素质核心课;  文化素质课;,,否,,否,,历史与…
人文学院,00691922,90,科学哲学导论,2,蒋劲松,40,0,2-6(全周),优先:科…,文化素质课,,否,,否,,哲学与…
人文学院,00691932,90,书法与篆刻创作,2,刘克明,100,0,3-6(1-12周),,文化素质课;  实践课;  混合式教学;,,否,,否,,历史与…
人文学院,00691943,90,科学与宗教,3,张卜天,30,0,4-6(全周),优先:科…,外文教材，中文为主进行授课(双语课),,否,,否,,
社科学院,00700052,90,大学生心理健康,2,樊富珉,260,0,2-6(全周),优先:航…,文化素质核心课;  文化素质课;,,否,,否,,人生与…
社科学院,00701312,90,创新理论与案例,2,吴金希,40,0,3-6(3-13周),,外文教材，中文为主进行授课(双语课);  文化素质课;,,否,,否,,科技与…
社科学院,00701413,90,欧洲联盟与中欧关系,3,史志钦,35,0,"3-4(全周),3-3(全周)",,文化素质课,,否,,否,,当代中…
社科学院,00701522,90,生活中的经济学,2,靳卫萍,35,0,5-3(全周),,文化素质课,,否,,否,,当代中…
社科学院,00701582,90,亲密关系：爱情、婚姻与心理学,2,廖江群,300,0,4-6(全周),限:2016-2018…,文化素质课,,否,,否,是,人生与…
社科学院,00701591,90,设计创新思维下的精益创业,1,何晓斌,70,0,"3-4(后八周),3-3(后八周)",,文化素质课,,否,,否,,当代中…
计算机系,00740023,90,多媒体设计与制作,3,李秀,100,0,1-6(全周),优先:计辅学生…,,,否,实验信息,否,,
计算机系,00740043,90,C++语言程序设计,3,郑莉,70,10,4-6(全周),优先:计辅学生…,,,是,实验信息,否,,
计算机系,00740103,90,操作系统,3,谌卫军,80,0,1-6(全周),优先:计辅学生…,,,否,实验信息,否,,
计算机系,00740113,90,VC++面向对象与可视化程序设计,3,黄维通,90,0,2-6(全周),优先:计辅学生…,,,否,实验信息,否,,
计算机系,00740123,90,Java语言程序设计,3,谌卫军,80,0,3-6(全周),优先:计辅学生…,,,是,实验信息,否,,
计算机系,00740132,90,办公自动化软件应用,2,姚瑞霞,50,0,3-6(前八周),,,,否,实验信息,否,,
计算机系,00740182,90,并行计算基础,2,薛巍,50,0,4-6(全周),,,,否,实验信息,否,,
计算机系,00740202,90,网页设计与制作,2,姚瑞霞,100,0,2-6(前八周),,,,否,实验信息,否,,
计算机系,00740253,90,数据挖掘：方法与应用,3,徐华,60,0,1-6(全周),,,,否,,否,,
计算机系,00740262,90,工业数据挖掘与分析,2,徐华,30,20,2-5(全周),,,,否,,否,,
计算机系,00740282,90,计算机程序设计基础（Python）,2,乔林,130,0,4-6(全周),,,,否,实验信息,否,,
图书馆,00750011,91,图书馆概论,1,韦庆媛,60,0,1-3(前八周),优先:2017-20…,,,否,,否,,
图书馆,00750011,92,图书馆概论,1,韦庆媛,60,0,3-2(前八周),优先:2017-20…,,,否,,否,,
图书馆,00750011,93,图书馆概论,1,韩丽风,60,0,4-2(后八周),优先:2017-20…,,,否,,否,,
艺教中心,00780051,91,舞蹈欣赏与实践,1,邢高熙,40,0,2-4(全周),,文化素质课,,否,,否,,艺术与…
艺教中心,00780051,92,舞蹈欣赏与实践,1,邢高熙,40,0,2-6(全周),,文化素质课,,否,,否,,艺术与…
艺教中心,00780091,90,大学生音乐知识与欣赏,1,吕建强,120,0,2-3(全周),,文化素质课,,否,,否,,艺术与…
艺教中心,00780231,90,钢琴即兴伴奏,1,谢鹏,18,0,5-4(全周),需有…,文化素质课,,否,,否,,艺术与…
艺教中心,00780271,90,交响音乐赏析,1,吕建强,120,0,1-3(全周),,文化素质课,,否,,否,,艺术与…
艺教中心,00780461,91,钢琴入门与音乐基础,1,黄垚,18,0,1-3(全周),,文化素质课,,否,,否,,艺术与…
艺教中心,00780461,92,钢琴入门与音乐基础,1,黄垚,18,0,1-5(全周),,文化素质课,,否,,否,,艺术与…
艺教中心,00780461,93,钢琴入门与音乐基础,1,黄垚,18,0,2-4(全周),,文化素质课,,否,,否,,艺术与…
艺教中心,00780461,94,钢琴入门与音乐基础,1,黄垚,18,0,3-3(全周),,文化素质课,,否,,否,,艺术与…
艺教中心,00780461,95,钢琴入门与音乐基础,1,谢鹏,18,0,5-3(全周),,文化素质课,,否,,否,,艺术与…
艺教中心,00780491,90,中外名剧欣赏,1,林叶青,120,0,2-5(全周),,,,否,,否,,
艺教中心,00780531,90,民族与现代舞赏析,1,邢高熙,150,0,3-5(全周),,文化素质课,,否,,否,,艺术与…
艺教中心,00780611,90,民族管弦乐合奏(2),1,金野,60,0,6-6(全周),网上…,文化素质课,,否,,否,,艺术与…
艺教中心,00780621,90,管弦乐合奏(2),1,刘欣欣,6,0,7-6(全周),网上…,文化素质课,,否,,否,,艺术与…
艺教中心,00780631,90,管乐合奏(2),1,朱汉城,45,0,6-6(全周),网上…,文化素质课,,否,,否,,艺术与…
艺教中心,00780641,90,交响管乐合奏(2),1,王登梅,45,0,5-6(全周),网上…,,,否,,否,,
艺教中心,00780731,90,独唱重唱艺术表演(2),1,张永前,30,0,"4-4(全周),4-3(全周)",网上…,文化素质课,,否,,否,,艺术与…
艺教中心,00781061,91,国际标准舞表演(4),1,范航,65,0,"6-3(全周),6-4(全周)",网上…,,,否,,否,,
艺教中心,00781061,92,国际标准舞表演(4),1,范航,65,0,6-6(全周),网上…,,,否,,否,,
艺教中心,00781191,90,西方弦乐合奏训练(2),1,刘欣欣,30,0,"7-4(全周),7-3(全周)",网上…,,,否,,否,,
艺教中心,00781271,90,合唱艺术(2),1,张永前,60,0,"7-4(全周),7-3(全周)",网上…,文化素质课,,否,,否,,艺术与…
艺教中心,00781431,90,舞蹈基础(2),1,邢高熙,40,0,6-6(全周),网上…,文化素质课,,否,,否,,艺术与…
艺教中心,00781471,90,中国优秀传统舞蹈(2),1,张伟,40,0,7-6(全周),网上…,,,否,,否,,
艺教中心,00781491,90,京剧基本功训练(2),1,林叶青,30,0,5-6(全周),网上…,,,否,,否,,
艺教中心,00781571,90,话剧艺术综合训练(2),1,肖薇,30,0,7-6(全周),网上…,,,否,,否,,
艺教中心,00781761,90,管乐合奏初步,1,朱汉城,45,0,7-6(全周),网上…,文化素质课,,否,,否,,艺术与…
艺教中心,00781781,90,百老汇音乐剧百年历程,1,罗薇,120,0,3-3(全周),,,,否,,否,,
艺教中心,00781831,90,校园歌曲创作（1）,1,谢鹏,20,0,3-3(全周),学习…,文化素质课,,否,,否,,艺术与…
艺教中心,00781861,90,单簧管、萨克斯管演奏实践（2）,1,王贵华,20,0,"6-3(全周),6-4(全周)",网上…,文化素质课,,否,,否,,艺术与…
艺教中心,00781872,91,西方古典音乐文化,2,刘欣欣,120,0,5-3(全周),,文化素质核心课;  文化素质课;,,否,,否,,艺术与…
艺教中心,00781872,92,西方古典音乐文化,2,刘欣欣,120,0,5-4(全周),,文化素质核心课;  文化素质课;,,否,,否,,艺术与…
艺教中心,00781882,90,多元文化中的音乐现象,2,罗薇,120,0,1-5(全周),,文化素质核心课;  文化素质课;,,否,,否,,艺术与…
艺教中心,00781892,90,20世纪中国歌曲发展史,2,吕建强,120,0,1-6(全周),,文化素质核心课;  文化素质课;,,否,,否,,艺术与…
艺教中心,00781912,90,戏曲与中国传统文化,2,林叶青,120,0,2-4(全周),,文化素质核心课;  文化素质课;,,否,,否,,艺术与…
艺教中心,00781981,90,音乐会合唱（4）,1,温宇川,60,0,7-6(全周),网上…,,,否,,否,,
艺教中心,00781991,90,浪漫主义与二十世纪钢琴作品演奏（…,1,吴纯,15,0,"4-4(全周),4-3(全周)",网上…,,,否,,否,,
艺教中心,00782131,90,艺术欣赏导论,1,赵洪,200,0,2-6(单周),,文化素质课,,否,,否,,艺术与…
艺教中心,00782152,90,西方音乐史,2,康啸,120,0,4-6(全周),,文化素质课,,否,,否,,艺术与…
艺教中心,00782191,91,芭蕾基本功训练与技巧,1,张伟,40,0,1-6(全周),,文化素质课;  实践课;,,否,,否,,艺术与…
艺教中心,00782191,92,芭蕾基本功训练与技巧,1,程思,40,0,1-3(全周),,文化素质课;  实践课;,,否,,否,,艺术与…
艺教中心,00782191,93,芭蕾基本功训练与技巧,1,程思,40,0,1-4(全周),,文化素质课;  实践课;,,否,,否,,艺术与…
艺教中心,00782201,90,西方音乐剧史,1,罗薇,120,0,1-4(全周),,外文教材，中文为主进行授课(双语课);  文化素质课;,,否,,否,,艺术与…
艺教中心,00782211,90,美国音乐剧精读,1,罗薇,40,0,3-4(全周),,文化素质课,,否,,否,,艺术与…
艺教中心,00782221,90,现代舞基础,1,黄晓夏,40,0,4-6(全周),,文化素质课;  实践课;,,否,,否,,艺术与…
艺教中心,00782231,91,中国民族舞基础,1,黄晓夏,40,0,3-3(全周),,文化素质课;  实践课;,,否,,否,,艺术与…
艺教中心,00782231,92,中国民族舞基础,1,黄晓夏,40,0,4-5(全周),,文化素质课;  实践课;,,否,,否,,艺术与…
艺教中心,00782261,91,琵琶演奏基础,1,马宇卉,25,0,1-3(全周),需自…,文化素质课,,否,,否,,艺术与…
艺教中心,00782261,92,琵琶演奏基础,1,马宇卉,25,0,2-3(全周),需自…,文化素质课,,否,,否,,艺术与…
艺教中心,00782321,91,声乐基础训练,1,付林波,25,0,1-3(全周),,,,否,,否,,
艺教中心,00782321,92,声乐基础训练,1,付林波,25,0,1-4(全周),,,,否,,否,,
艺教中心,00782321,93,声乐基础训练,1,付林波,25,0,2-3(全周),,,,否,,否,,
艺教中心,00782321,94,声乐基础训练,1,王曦,25,0,3-3(全周),,,,否,,否,,
艺教中心,00782321,95,声乐基础训练,1,王曦,25,0,5-3(全周),,,,否,,否,,
艺教中心,00782331,90,京剧艺术赏析,1,胡馨元,200,0,5-4(双周),,文化素质课,,否,,否,,艺术与…
艺教中心,00782431,90,曲艺表演基础训练（2）,1,李寅飞,40,0,6-6(全周),网上…,文化素质课;  实践课;,,否,,否,,艺术与…
艺教中心,00782501,90,琵琶演奏提高,1,马宇卉,20,0,1-4(全周),需自…,文化素质课;  实践课;,,否,,否,,艺术与…
艺教中心,00782511,91,声乐基础提高,1,付林波,15,0,2-4(全周),有过…,文化素质课;  实践课;,,否,,否,,艺术与…
艺教中心,00782551,90,音乐剧排演（2）,1,罗薇,20,0,3-5(全周),,实践课,,否,,否,,
艺教中心,00782591,90,现代舞中级班,1,黄晓夏,40,0,3-4(全周),具有一…,实践课,,否,,否,,
艺教中心,00782691,90,小提琴演奏基础,1,王梦词,15,0,2-4(全周),需自备…,文化素质课;  实践课;,,否,,否,,艺术与…
艺教中心,00782712,90,西方弦乐艺术探究,2,刘欣欣,120,0,5-5(全周),,文化素质课,,否,,否,,艺术与…
